applicant_id,name,consistency,social_trust,location_stability,months_at_address,monthly_sequence,social_references,label,avg_recharge,recharge_stability,electricity_regularity,avg_grocery,grocery_stability,avg_recharge_freq,recharge_trend,avg_trust_score,max_trust_score,num_references,weighted_trust,has_guarantor
2864,Suhana Halder,0.56,0.03,80,37,"[{""recharge_amount"": 273, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1730}, {""recharge_amount"": 305, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1930}, {""recharge_amount"": 300, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1898}, {""recharge_amount"": 259, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 1641}, {""recharge_amount"": 205, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1297}, {""recharge_amount"": 182, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1152}, {""recharge_amount"": 336, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2130}, {""recharge_amount"": 311, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1968}, {""recharge_amount"": 255, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1616}, {""recharge_amount"": 344, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 2179}, {""recharge_amount"": 233, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1476}, {""recharge_amount"": 294, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1860}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.04}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.17}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.1}]",0,0.17447802583634572,0.8253328513606969,0.5833333333333334,0.08148264113361668,0.8252431664680528,2.5,0.4668389316536355,0.10333333333333335,0.17,3,0.075,1
2865,Divij Sabharwal,0.46,0.59,28,100,"[{""recharge_amount"": 395, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5209}, {""recharge_amount"": 384, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5058}, {""recharge_amount"": 862, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 11351}, {""recharge_amount"": 894, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 11782}, {""recharge_amount"": 586, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7720}, {""recharge_amount"": 950, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 12517}, {""recharge_amount"": 338, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4451}, {""recharge_amount"": 799, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 10528}, {""recharge_amount"": 1032, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 13588}, {""recharge_amount"": 1101, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 14502}, {""recharge_amount"": 559, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 7361}, {""recharge_amount"": 496, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6530}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.41}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.42}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.46}, {""relationship_type"": ""employer"", ""trust_score"": 0.7}]",1,0.5467221487399133,0.629674147798641,0.5833333333333334,0.7503410640529294,0.6297120138478277,2.5833333333333335,0.5792420323562175,0.4975,0.7,4,0.3525,1
2866,Manjari Bhalla,0.69,0.83,45,115,"[{""recharge_amount"": 406, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1058}, {""recharge_amount"": 507, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1320}, {""recharge_amount"": 386, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1006}, {""recharge_amount"": 362, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 943}, {""recharge_amount"": 326, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 849}, {""recharge_amount"": 449, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 1168}, {""recharge_amount"": 311, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 810}, {""recharge_amount"": 393, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1022}, {""recharge_amount"": 535, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1394}, {""recharge_amount"": 453, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1179}, {""recharge_amount"": 453, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1179}, {""recharge_amount"": 353, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 920}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.87}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.88}]",1,0.29398452303052897,0.837564618408439,0.75,0.021626819938574758,0.8376771922830482,2.25,0.4597329885057711,0.875,0.88,2,0.875,1
2867,Indrans Kapur,0.74,0.94,22,68,"[{""recharge_amount"": 836, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 11111}, {""recharge_amount"": 564, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7499}, {""recharge_amount"": 898, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 11939}, {""recharge_amount"": 818, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 10876}, {""recharge_amount"": 800, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 10627}, {""recharge_amount"": 814, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 10812}, {""recharge_amount"": 601, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7986}, {""recharge_amount"": 870, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 11565}, {""recharge_amount"": 863, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 11473}, {""recharge_amount"": 636, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 8449}, {""recharge_amount"": 707, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 9397}, {""recharge_amount"": 778, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 10334}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 1.0}, {""relationship_type"": ""neighbor"", ""trust_score"": 1.0}, {""relationship_type"": ""employer"", ""trust_score"": 0.9}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.88}]",1,0.6043217982733345,0.8602705102159142,0.6666666666666666,0.8358568349992898,0.8601992281970897,2.0833333333333335,0.4302325578616069,0.945,1.0,4,0.665,1
2868,Taimur Chahal,0.61,0.1,21,71,"[{""recharge_amount"": 681, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2163}, {""recharge_amount"": 1143, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3632}, {""recharge_amount"": 938, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2982}, {""recharge_amount"": 848, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2694}, {""recharge_amount"": 747, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2374}, {""recharge_amount"": 570, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1811}, {""recharge_amount"": 999, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3176}, {""recharge_amount"": 934, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2968}, {""recharge_amount"": 805, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2558}, {""recharge_amount"": 935, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2970}, {""recharge_amount"": 744, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2364}, {""recharge_amount"": 818, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2601}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.21}, {""relationship_type"": ""employer"", ""trust_score"": 0.22}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.06}, {""relationship_type"": ""neighbor"", ""trust_score"": -0.09}]",0,0.6756460791277739,0.8255754591533879,0.3333333333333333,0.1665883896406037,0.8254955770224603,2.6666666666666665,0.41128337613396865,0.1,0.22,4,0.06650000000000002,0
2869,Darshit Batra,0.74,0.11,89,100,"[{""recharge_amount"": 762, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6955}, {""recharge_amount"": 800, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 7297}, {""recharge_amount"": 804, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 7333}, {""recharge_amount"": 929, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 8474}, {""recharge_amount"": 785, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7164}, {""recharge_amount"": 852, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7773}, {""recharge_amount"": 593, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5413}, {""recharge_amount"": 915, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8350}, {""recharge_amount"": 880, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 8027}, {""recharge_amount"": 813, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 7417}, {""recharge_amount"": 663, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 6045}, {""recharge_amount"": 793, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 7237}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.24}, {""relationship_type"": ""employer"", ""trust_score"": 0.21}, {""relationship_type"": ""guarantor"", ""trust_score"": -0.04}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.27}]",1,0.6338151549419052,0.884351819452058,0.5833333333333334,0.5780421800748737,0.8843944134247488,2.1666666666666665,0.4474590867049145,0.16999999999999998,0.27,4,0.1295,1
2870,Amani Gole,0.59,0.43,54,13,"[{""recharge_amount"": 687, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 5296}, {""recharge_amount"": 465, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 3584}, {""recharge_amount"": 906, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6980}, {""recharge_amount"": 634, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4886}, {""recharge_amount"": 441, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3395}, {""recharge_amount"": 920, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 7086}, {""recharge_amount"": 582, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4481}, {""recharge_amount"": 584, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4497}, {""recharge_amount"": 651, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5017}, {""recharge_amount"": 449, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3462}, {""recharge_amount"": 554, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4270}, {""recharge_amount"": 609, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4696}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.32}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.36}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.49}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.38}]",0,0.47999707944517694,0.7595032661544237,0.4166666666666667,0.35562364409852854,0.7595957121455812,2.5,0.3723083546259852,0.38749999999999996,0.49,4,0.34750000000000003,1
2871,Ranbir Bhatti,0.83,0.75,22,108,"[{""recharge_amount"": 275, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7489}, {""recharge_amount"": 291, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 7924}, {""recharge_amount"": 286, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 7799}, {""recharge_amount"": 341, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 9291}, {""recharge_amount"": 260, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7091}, {""recharge_amount"": 283, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7723}, {""recharge_amount"": 270, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7362}, {""recharge_amount"": 352, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9603}, {""recharge_amount"": 260, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7085}, {""recharge_amount"": 301, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 8206}, {""recharge_amount"": 290, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 7899}, {""recharge_amount"": 356, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 9717}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.9}, {""relationship_type"": ""employer"", ""trust_score"": 0.67}]",1,0.1940429258046054,0.8900181069984507,0.9166666666666666,0.6503850482871899,0.889715292102851,3.0,0.4888027559288527,0.785,0.9,2,0.718,1
2872,Manikya Sehgal,0.57,0.52,91,77,"[{""recharge_amount"": 763, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7087}, {""recharge_amount"": 743, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6901}, {""recharge_amount"": 543, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5043}, {""recharge_amount"": 949, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 8820}, {""recharge_amount"": 739, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6866}, {""recharge_amount"": 883, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 8207}, {""recharge_amount"": 523, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4854}, {""recharge_amount"": 1042, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 9678}, {""recharge_amount"": 987, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9173}, {""recharge_amount"": 975, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 9053}, {""recharge_amount"": 437, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4058}, {""recharge_amount"": 469, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4357}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.48}, {""relationship_type"": ""employer"", ""trust_score"": 0.66}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.34}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.62}]",1,0.5946853550053858,0.7238676471175628,0.5,0.5527847978094855,0.7237136784705944,2.75,0.432170542356479,0.525,0.66,4,0.35450000000000004,1
2873,Nayantara Hora,0.51,0.11,53,1,"[{""recharge_amount"": 268, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3164}, {""recharge_amount"": 318, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3748}, {""recharge_amount"": 268, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3158}, {""recharge_amount"": 403, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4760}, {""recharge_amount"": 622, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7344}, {""recharge_amount"": 470, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5546}, {""recharge_amount"": 369, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4348}, {""recharge_amount"": 296, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3496}, {""recharge_amount"": 544, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6414}, {""recharge_amount"": 303, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3577}, {""recharge_amount"": 599, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7071}, {""recharge_amount"": 408, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4809}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.25}, {""relationship_type"": ""employer"", ""trust_score"": 0.17}, {""relationship_type"": ""employer"", ""trust_score"": 0.28}]",0,0.2891663013965546,0.7006455022671537,0.6666666666666666,0.3540208291082515,0.7004291319100233,3.0833333333333335,0.5665374673342781,0.23333333333333336,0.28,3,0.18666666666666668,0
2874,Lagan Kade,0.8,0.25,29,119,"[{""recharge_amount"": 724, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1602}, {""recharge_amount"": 567, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1255}, {""recharge_amount"": 576, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1275}, {""recharge_amount"": 624, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1381}, {""recharge_amount"": 500, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1106}, {""recharge_amount"": 670, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 1482}, {""recharge_amount"": 569, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 1258}, {""recharge_amount"": 687, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1521}, {""recharge_amount"": 507, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 1121}, {""recharge_amount"": 605, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1339}, {""recharge_amount"": 690, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1526}, {""recharge_amount"": 738, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 1633}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.22}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.09}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.25}]",1,0.4781719954929139,0.8759043125327506,0.4166666666666667,0.04884485495951112,0.8757946534495951,2.3333333333333335,0.5040913002772881,0.18666666666666668,0.25,3,0.17166666666666666,1
2875,Sahil Walla,0.64,0.93,16,3,"[{""recharge_amount"": 501, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3457}, {""recharge_amount"": 478, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 3301}, {""recharge_amount"": 407, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2811}, {""recharge_amount"": 556, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 3837}, {""recharge_amount"": 465, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 3212}, {""recharge_amount"": 376, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2600}, {""recharge_amount"": 435, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 3005}, {""recharge_amount"": 387, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2673}, {""recharge_amount"": 550, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3797}, {""recharge_amount"": 330, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2279}, {""recharge_amount"": 444, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3067}, {""recharge_amount"": 449, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3099}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.81}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.75}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.81}]",0,0.3263980140227204,0.8548764944069867,0.6666666666666666,0.2027076390726598,0.8552242881481177,2.0,0.43324720040918574,0.79,0.81,3,0.665,1
2876,Amani Acharya,0.49,0.24,26,4,"[{""recharge_amount"": 819, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2505}, {""recharge_amount"": 707, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2163}, {""recharge_amount"": 595, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1820}, {""recharge_amount"": 1154, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3531}, {""recharge_amount"": 1184, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3622}, {""recharge_amount"": 1205, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3685}, {""recharge_amount"": 776, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2373}, {""recharge_amount"": 696, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2128}, {""recharge_amount"": 1158, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3541}, {""recharge_amount"": 459, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1404}, {""recharge_amount"": 699, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2139}, {""recharge_amount"": 513, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1570}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.37}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.18}]",0,0.661264417583941,0.6842260291291022,0.4166666666666667,0.15308001400161805,0.6842834582939381,2.8333333333333335,0.3714470281838198,0.275,0.37,2,0.1375,0
2877,Charvi Suri,0.68,0.4,86,93,"[{""recharge_amount"": 778, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 5380}, {""recharge_amount"": 708, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 4893}, {""recharge_amount"": 946, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 6536}, {""recharge_amount"": 637, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 4403}, {""recharge_amount"": 670, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 4633}, {""recharge_amount"": 706, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4883}, {""recharge_amount"": 783, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5412}, {""recharge_amount"": 516, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3564}, {""recharge_amount"": 948, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6551}, {""recharge_amount"": 638, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4407}, {""recharge_amount"": 548, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3785}, {""recharge_amount"": 712, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4918}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.37}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.34}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.47}, {""relationship_type"": ""employer"", ""trust_score"": 0.49}]",1,0.5608848002094745,0.8206001050324476,0.3333333333333333,0.36840888925352866,0.8205397470856253,2.25,0.35335917289834684,0.4175,0.49,4,0.28800000000000003,1
2878,Jayant Varghese,0.86,0.87,73,21,"[{""recharge_amount"": 810, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4295}, {""recharge_amount"": 857, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4541}, {""recharge_amount"": 916, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4856}, {""recharge_amount"": 890, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4720}, {""recharge_amount"": 829, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4395}, {""recharge_amount"": 940, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4981}, {""recharge_amount"": 903, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4785}, {""recharge_amount"": 960, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5087}, {""recharge_amount"": 848, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4496}, {""recharge_amount"": 962, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5097}, {""recharge_amount"": 857, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4542}, {""recharge_amount"": 820, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4349}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.86}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.69}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.99}]",1,0.7070375231066979,0.9417277595116844,0.9166666666666666,0.3443964842131464,0.9419574074635091,2.4166666666666665,0.48040482311774024,0.8466666666666667,0.99,3,0.7316666666666668,1
